,job_id,customer_id,tech_name,region,city,job_type,scheduled_date,duration_minutes,success,repeat_visit,repeat_reason,notes,scheduled_time_dt,arrival_time_dt,parts_used
722,20722,4894.0,Nan,west,Charlotte,maintenence,2024-01-04,43.0,True,False,,Installed new modem,2024-01-04 09:00:00,2025-12-13 14:40:00,"['Router', 'Coax Cable']"
723,20723,3481.0,Liam Peterson,south,Concord,install,2024-02-12,146.0,True,False,,,2024-02-12 09:30:00,2025-12-13 14:40:00,"['Router', 'Coax Cable']"
724,20724,7374.0,Jessica Taylor,east,Charlotte,maintenence,2024-02-26,35.0,True,False,,,2024-02-26 08:00:00,2025-12-13 13:30:00,[]
725,20725,,Nan,west,Concord,install,2024-01-12,124.0,True,False,,Installed new modem,2024-01-12 08:00:00,2025-12-13 09:00:00,['Fiber Ont']
726,20726,3410.0,Jessica Taylor,south,Huntersville,install,2024-04-05,104.0,True,False,,,2024-04-05 13:00:00,2025-12-13 13:30:00,[]
727,20727,1584.0,Jessica Taylor,south,Charlotte,repair,2024-02-03,50.0,True,False,,Customer unhappy,2024-02-03 08:30:00,2025-12-13 13:40:00,"['Coax Cable', 'Modem']"
728,20728,1860.0,Jessica Taylor,south,Concord,maintenence,2024-02-14,42.0,True,True,Equipment Failure,Customer unhappy,2024-02-14 13:00:00,2025-12-13 08:20:00,[]
729,20729,6309.0,Nan,west,Concord,maintenence,2024-03-01,43.0,True,False,,Installed new modem,2024-03-01 12:00:00,2025-12-13 13:00:00,['Modem']
730,20730,2022.0,Nan,south,Huntersville,maintenence,2024-03-23,33.0,True,True,,Technician running late,2024-03-23 15:00:00,2025-12-13 14:20:00,"['Coax Cable', 'Modem']"
731,20731,4295.0,Jessica Taylor,south,Huntersville,maintenence,2024-03-17,41.0,True,False,,Technician running late,2024-03-17 15:00:00,2025-12-13 12:40:00,[]
732,20732,8042.0,Jessica Taylor,north,Huntersville,install,2024-03-13,132.0,True,False,,Customer unhappy,2024-03-13 08:30:00,2025-12-13 14:20:00,[]
733,20733,7117.0,Nan,north,Charlotte,maintenence,2024-02-08,38.0,True,False,,Technician running late,2024-02-08 11:00:00,2025-12-13 09:00:00,['Splitter']
734,20734,7630.0,Liam Peterson,north,Huntersville,repair,2024-03-01,95.0,True,False,,Installed new modem,2024-03-01 11:00:00,2025-12-13 09:20:00,['Splitter']
735,20735,1453.0,John Smith,west,Huntersville,maintenence,2024-03-17,145.0,False,True,Equipment Failure,Installed new modem,2024-03-17 09:00:00,2025-12-13 09:20:00,['Fiber Ont']
736,20736,8652.0,Liam Peterson,east,Concord,maintenence,2024-04-27,147.0,True,True,,Installed new modem,2024-04-27 16:00:00,2025-12-13 08:00:00,['Modem']
737,20737,8007.0,Maria Gomez,north,Huntersville,repair,2024-02-19,117.0,True,False,,,2024-02-19 08:30:00,2025-12-13 08:40:00,['Modem']
738,20738,8371.0,Nan,west,Concord,maintenence,2024-04-12,167.0,True,False,,,2024-04-12 08:00:00,2025-12-13 14:00:00,"['Router', 'Coax Cable']"
739,20739,4493.0,Jessica Taylor,east,Huntersville,maintenence,2024-02-03,105.0,True,False,,Technician running late,2024-02-03 11:00:00,2025-12-13 12:40:00,[]
740,20740,3446.0,Maria Gomez,east,Huntersville,repair,2024-01-26,46.0,True,False,,Installed new modem,2024-01-26 10:00:00,2025-12-13 12:40:00,"['Coax Cable', 'Modem']"
741,20741,1747.0,Nan,north,Huntersville,repair,2024-04-08,62.0,True,False,,,2024-04-08 16:00:00,2025-12-13 14:00:00,[]
742,20742,3733.0,Liam Peterson,east,Concord,maintenence,2024-02-01,34.0,True,False,,Technician running late,2024-02-01 14:00:00,2025-12-13 09:20:00,"['Coax Cable', 'Modem']"
743,20743,4671.0,Nan,west,Huntersville,maintenence,2024-01-05,37.0,True,False,,Customer unhappy,2024-01-05 08:00:00,2025-12-13 09:00:00,"['Router', 'Coax Cable']"
744,20744,8721.0,Liam Peterson,north,Charlotte,install,2024-03-14,100.0,True,True,,Customer unhappy,2024-03-14 12:00:00,2025-12-13 13:30:00,[]
745,20745,6449.0,John Smith,north,Charlotte,repair,2024-02-04,80.0,True,False,,,2024-02-04 10:00:00,2025-12-13 10:00:00,[]
746,20746,4915.0,Liam Peterson,west,Charlotte,repair,2024-03-19,67.0,True,False,,Installed new modem,2024-03-19 10:00:00,2025-12-13 12:30:00,"['Router', 'Coax Cable']"
747,20747,,Maria Gomez,south,Charlotte,install,2024-04-19,151.0,True,False,,,2024-04-19 08:30:00,2025-12-13 07:50:00,['Modem']
748,20748,6657.0,John Smith,west,Huntersville,repair,2024-04-06,33.0,False,True,,,2024-04-06 16:00:00,2025-12-13 12:20:00,[]
749,20749,9631.0,Maria Gomez,south,Charlotte,maintenence,2024-04-27,175.0,True,True,Equipment Failure,Technician running late,2024-04-27 09:00:00,2025-12-13 14:20:00,['Modem']
750,20750,1205.0,John Smith,north,Concord,maintenence,2024-03-11,41.0,True,False,,Installed new modem,2024-03-11 12:00:00,2025-12-13 16:30:00,['Modem']
751,20751,1082.0,Maria Gomez,north,Huntersville,install,2024-02-06,166.0,True,False,,,2024-02-06 11:00:00,2025-12-13 14:40:00,['Splitter']
752,20752,5233.0,John Smith,north,Charlotte,install,2024-03-20,170.0,True,False,,Customer unhappy,2024-03-20 08:30:00,2025-12-13 14:40:00,['Fiber Ont']
753,20753,8731.0,Liam Peterson,east,Concord,maintenence,2024-03-11,31.0,True,False,,Installed new modem,2024-03-11 11:00:00,2025-12-13 07:50:00,['Fiber Ont']
754,20754,4850.0,Liam Peterson,east,Charlotte,install,2024-02-28,131.0,True,False,,Customer unhappy,2024-02-28 08:30:00,2025-12-13 12:40:00,['Splitter']
755,20755,3192.0,Maria Gomez,east,Concord,maintenence,2024-04-20,31.0,True,False,,,2024-04-20 08:30:00,2025-12-13 12:20:00,"['Router', 'Coax Cable']"
756,20756,8877.0,John Smith,north,Concord,install,2024-02-16,95.0,True,False,,Installed new modem,2024-02-16 08:30:00,2025-12-13 12:20:00,['Splitter']
757,20757,8586.0,Maria Gomez,south,Huntersville,install,2024-02-03,54.0,True,False,,Installed new modem,2024-02-03 16:00:00,2025-12-13 16:40:00,"['Coax Cable', 'Modem']"
758,20758,4829.0,Jessica Taylor,east,Concord,install,2024-04-07,87.0,True,False,,Customer unhappy,2024-04-07 09:00:00,2025-12-13 14:50:00,[]
759,20759,4484.0,Liam Peterson,south,Concord,repair,2024-01-20,47.0,True,False,,Customer unhappy,2024-01-20 08:30:00,2025-12-13 14:00:00,[]
760,20760,7630.0,Nan,north,Huntersville,maintenence,2024-02-14,44.0,True,True,,,2024-02-14 09:30:00,2025-12-13 16:30:00,[]
761,20761,8231.0,Liam Peterson,east,Charlotte,install,2024-01-20,128.0,True,False,,Customer unhappy,2024-01-20 14:00:00,2025-12-13 09:00:00,['Fiber Ont']
762,20762,7585.0,Liam Peterson,west,Huntersville,repair,2024-02-04,28.0,True,False,,Customer unhappy,2024-02-04 11:00:00,2025-12-13 09:00:00,['Splitter']
763,20763,,Liam Peterson,east,Concord,repair,2024-03-11,77.0,True,True,Equipment Failure,Customer unhappy,2024-03-11 08:00:00,2025-12-13 09:20:00,['Fiber Ont']
764,20764,6323.0,Liam Peterson,east,Huntersville,repair,2024-01-26,29.0,True,False,,Technician running late,2024-01-26 13:00:00,2025-12-13 08:40:00,['Fiber Ont']
765,20765,3622.0,Nan,east,Concord,maintenence,2024-04-20,32.0,True,False,,,2024-04-20 12:00:00,2025-12-13 12:30:00,[]
766,20766,3527.0,Liam Peterson,south,Concord,repair,2024-03-23,57.0,True,False,,Customer unhappy,2024-03-23 15:00:00,2025-12-13 13:20:00,['Modem']
767,20767,7678.0,Jessica Taylor,south,Huntersville,maintenence,2024-01-23,30.0,True,True,Signal Issue,Customer unhappy,2024-01-23 09:00:00,2025-12-13 09:40:00,['Fiber Ont']
768,20768,5412.0,Jessica Taylor,south,Charlotte,repair,2024-04-28,117.0,True,False,,Installed new modem,2024-04-28 08:00:00,2025-12-13 08:00:00,['Splitter']
769,20769,9372.0,Jessica Taylor,north,Concord,repair,2024-01-30,36.0,True,False,,,2024-01-30 10:00:00,2025-12-13 12:40:00,[]
770,20770,1573.0,Maria Gomez,north,Huntersville,install,2024-04-07,117.0,True,False,,Customer unhappy,2024-04-07 09:30:00,2025-12-13 08:00:00,['Fiber Ont']
771,20771,4803.0,Jessica Taylor,west,Charlotte,maintenence,2024-02-24,178.0,True,True,Signal Issue,Customer unhappy,2024-02-24 15:00:00,2025-12-13 17:00:00,['Modem']
772,20772,7117.0,Nan,south,Concord,install,2024-01-06,144.0,True,True,Signal Issue,Installed new modem,2024-01-06 13:00:00,2025-12-13 12:20:00,"['Router', 'Coax Cable']"
773,20773,6658.0,Maria Gomez,east,Charlotte,install,2024-01-18,92.0,True,False,,,2024-01-18 08:00:00,2025-12-13 16:40:00,['Modem']
774,20774,8255.0,John Smith,east,Concord,repair,2024-03-29,83.0,True,False,,Customer unhappy,2024-03-29 15:00:00,2025-12-13 14:20:00,"['Coax Cable', 'Modem']"
775,20775,9614.0,Jessica Taylor,south,Concord,repair,2024-02-02,20.0,True,False,,Technician running late,2024-02-02 08:00:00,2025-12-13 08:10:00,"['Router', 'Coax Cable']"
776,20776,8817.0,Jessica Taylor,north,Charlotte,maintenence,2024-04-11,167.0,True,False,,Technician running late,2024-04-11 09:30:00,2025-12-13 12:00:00,['Modem']
777,20777,6944.0,Nan,south,Concord,install,2024-04-06,159.0,True,False,,,2024-04-06 13:00:00,2025-12-13 10:10:00,[]
778,20778,4429.0,John Smith,east,Huntersville,repair,2024-01-01,48.0,True,False,,Technician running late,2024-01-01 10:00:00,2025-12-13 10:20:00,['Fiber Ont']
779,20779,8556.0,Maria Gomez,south,Concord,maintenence,2024-04-24,34.0,True,False,,Customer unhappy,2024-04-24 08:30:00,2025-12-13 15:00:00,"['Router', 'Coax Cable']"
780,20780,1723.0,Jessica Taylor,west,Huntersville,install,2024-03-25,107.0,True,True,Customer Not Home,Customer unhappy,2024-03-25 11:00:00,2025-12-13 08:00:00,"['Router', 'Coax Cable']"
781,20781,7388.0,Liam Peterson,north,Charlotte,install,2024-04-21,87.0,True,False,,,2024-04-21 10:00:00,2025-12-13 09:30:00,['Modem']
782,20782,3059.0,Jessica Taylor,south,Charlotte,install,2024-04-04,160.0,True,False,,Installed new modem,2024-04-04 08:30:00,2025-12-13 16:40:00,"['Coax Cable', 'Modem']"
783,20783,8642.0,Nan,east,Charlotte,maintenence,2024-04-12,35.0,False,True,,Customer unhappy,2024-04-12 16:00:00,2025-12-13 10:10:00,[]
784,20784,2934.0,Liam Peterson,south,Charlotte,repair,2024-04-03,73.0,True,False,,Customer unhappy,2024-04-03 16:00:00,2025-12-13 08:10:00,['Splitter']
785,20785,4334.0,Nan,south,Concord,repair,2024-02-17,83.0,True,False,,Installed new modem,2024-02-17 16:00:00,2025-12-13 10:00:00,['Splitter']
786,20786,5940.0,Jessica Taylor,south,Charlotte,repair,2024-02-21,63.0,True,False,,,2024-02-21 09:00:00,2025-12-13 13:20:00,['Splitter']
787,20787,8817.0,Maria Gomez,north,Charlotte,repair,2024-01-02,60.0,True,True,,Customer unhappy,2024-01-02 14:00:00,2025-12-13 08:00:00,"['Coax Cable', 'Modem']"
788,20788,5317.0,Liam Peterson,south,Huntersville,maintenence,2024-02-11,146.0,True,True,Equipment Failure,Customer unhappy,2024-02-11 12:00:00,2025-12-13 16:40:00,['Splitter']
789,20789,7075.0,Liam Peterson,west,Concord,maintenence,2024-02-06,35.0,False,True,,Technician running late,2024-02-06 12:00:00,2025-12-13 09:20:00,"['Coax Cable', 'Modem']"
790,20790,8400.0,Nan,north,Huntersville,maintenence,2024-02-17,31.0,True,False,,Customer unhappy,2024-02-17 16:00:00,2025-12-13 08:00:00,"['Router', 'Coax Cable']"
791,20791,7974.0,John Smith,east,Concord,install,2024-03-02,52.0,True,True,,Installed new modem,2024-03-02 11:00:00,2025-12-13 07:40:00,['Modem']
792,20792,,Jessica Taylor,north,Huntersville,maintenence,2024-04-13,36.0,True,False,,Technician running late,2024-04-13 13:00:00,2025-12-13 12:40:00,"['Router', 'Coax Cable']"
793,20793,8284.0,Maria Gomez,south,Charlotte,repair,2024-03-11,30.0,True,True,Equipment Failure,Technician running late,2024-03-11 09:30:00,2025-12-13 14:20:00,[]
794,20794,2054.0,Liam Peterson,south,Charlotte,install,2024-04-03,74.0,True,True,,Installed new modem,2024-04-03 13:00:00,2025-12-13 14:00:00,['Splitter']
795,20795,1963.0,John Smith,north,Concord,install,2024-04-17,69.0,False,True,,,2024-04-17 09:30:00,2025-12-13 10:00:00,[]
796,20796,4802.0,Liam Peterson,east,Charlotte,repair,2024-02-02,62.0,True,False,,,2024-02-02 13:00:00,2025-12-13 12:40:00,['Splitter']
797,20797,1172.0,John Smith,north,Concord,maintenence,2024-02-20,34.0,True,False,,Technician running late,2024-02-20 14:00:00,2025-12-13 07:50:00,['Modem']
798,20798,,Nan,north,Concord,repair,2024-04-07,93.0,True,False,,Customer unhappy,2024-04-07 09:00:00,2025-12-13 08:20:00,"['Coax Cable', 'Modem']"
799,20799,9396.0,Jessica Taylor,west,Concord,install,2024-01-20,115.0,True,True,,Technician running late,2024-01-20 09:00:00,2025-12-13 16:20:00,[]
800,20800,8988.0,Liam Peterson,east,Charlotte,repair,2024-01-12,24.0,True,False,,Installed new modem,2024-01-12 16:00:00,2025-12-13 16:40:00,[]
801,20801,9156.0,John Smith,east,Huntersville,repair,2024-01-02,58.0,False,True,,,2024-01-02 08:30:00,2025-12-13 12:40:00,['Modem']
802,20802,1952.0,Liam Peterson,west,Concord,repair,2024-03-14,96.0,True,False,,Installed new modem,2024-03-14 15:00:00,2025-12-13 09:20:00,"['Router', 'Coax Cable']"
803,20803,4731.0,Liam Peterson,east,Huntersville,maintenence,2024-03-26,26.0,False,False,,Installed new modem,2024-03-26 09:00:00,2025-12-13 07:40:00,"['Coax Cable', 'Modem']"
804,20804,8073.0,John Smith,south,Huntersville,install,2024-04-10,77.0,False,False,,Customer unhappy,2024-04-10 09:00:00,2025-12-13 16:50:00,[]
805,20805,4295.0,Jessica Taylor,west,Concord,install,2024-02-10,146.0,True,False,,Customer unhappy,2024-02-10 10:00:00,2025-12-13 09:00:00,[]
806,20806,,Liam Peterson,west,Huntersville,maintenence,2024-04-06,43.0,True,False,,Technician running late,2024-04-06 10:00:00,2025-12-13 14:20:00,[]
807,20807,8312.0,Maria Gomez,west,Charlotte,repair,2024-01-12,93.0,True,False,,,2024-01-12 08:30:00,2025-12-13 10:20:00,[]
808,20808,1591.0,Liam Peterson,south,Huntersville,install,2024-02-01,163.0,True,True,Equipment Failure,Customer unhappy,2024-02-01 15:00:00,2025-12-13 14:40:00,"['Coax Cable', 'Modem']"
809,20809,3381.0,John Smith,south,Charlotte,install,2024-04-17,148.0,True,False,,Installed new modem,2024-04-17 11:00:00,2025-12-13 10:10:00,[]
810,20810,,Maria Gomez,west,Huntersville,install,2024-02-10,68.0,True,True,,Technician running late,2024-02-10 10:00:00,2025-12-13 16:40:00,"['Coax Cable', 'Modem']"
811,20811,1708.0,John Smith,south,Concord,maintenence,2024-04-01,88.0,True,True,,Technician running late,2024-04-01 11:00:00,2025-12-13 08:00:00,"['Coax Cable', 'Modem']"
812,20812,8146.0,Liam Peterson,east,Concord,install,2024-03-12,61.0,False,True,Customer Not Home,,2024-03-12 08:00:00,2025-12-13 17:20:00,[]
813,20813,3186.0,Nan,north,Huntersville,install,2024-03-25,59.0,True,True,,,2024-03-25 10:00:00,2025-12-13 12:50:00,[]
814,20814,1647.0,Liam Peterson,west,Charlotte,repair,2024-03-08,78.0,True,True,,,2024-03-08 14:00:00,2025-12-13 14:20:00,"['Coax Cable', 'Modem']"
815,20815,8046.0,Liam Peterson,north,Concord,maintenence,2024-04-13,38.0,True,False,,,2024-04-13 15:00:00,2025-12-13 09:40:00,['Splitter']
816,20816,1618.0,Jessica Taylor,north,Huntersville,maintenence,2024-01-26,106.0,True,True,,Technician running late,2024-01-26 08:30:00,2025-12-13 17:10:00,"['Router', 'Coax Cable']"
817,20817,8496.0,Liam Peterson,north,Charlotte,install,2024-01-01,74.0,True,False,,Technician running late,2024-01-01 08:00:00,2025-12-13 09:40:00,['Fiber Ont']
818,20818,,Jessica Taylor,south,Huntersville,repair,2024-04-21,60.0,True,False,,Technician running late,2024-04-21 15:00:00,2025-12-13 16:30:00,"['Router', 'Coax Cable']"
819,20819,,Liam Peterson,east,Charlotte,maintenence,2024-03-28,69.0,True,False,,Technician running late,2024-03-28 16:00:00,2025-12-13 14:10:00,"['Coax Cable', 'Modem']"
820,20820,3894.0,John Smith,west,Huntersville,install,2024-02-16,180.0,True,True,,Technician running late,2024-02-16 14:00:00,2025-12-13 08:00:00,['Modem']
821,20821,7388.0,John Smith,north,Concord,install,2024-02-06,51.0,True,True,,,2024-02-06 15:00:00,2025-12-13 14:50:00,['Modem']
822,20822,1723.0,Jessica Taylor,west,Concord,install,2024-03-19,97.0,True,False,,Technician running late,2024-03-19 14:00:00,2025-12-13 13:20:00,[]
823,20823,,Nan,west,Concord,install,2024-03-09,83.0,True,False,,Technician running late,2024-03-09 14:00:00,2025-12-13 08:00:00,['Splitter']
824,20824,5922.0,John Smith,south,Charlotte,install,2024-01-24,84.0,True,False,,,2024-01-24 11:00:00,2025-12-13 16:20:00,['Fiber Ont']
825,20825,6314.0,Nan,south,Concord,maintenence,2024-01-23,41.0,True,True,Equipment Failure,,2024-01-23 13:00:00,2025-12-13 07:50:00,[]
826,20826,5916.0,Liam Peterson,east,Huntersville,install,2024-02-23,77.0,False,False,,,2024-02-23 16:00:00,2025-12-13 10:20:00,[]
827,20827,6635.0,Jessica Taylor,south,Charlotte,repair,2024-01-15,99.0,True,False,,Installed new modem,2024-01-15 08:00:00,2025-12-13 12:30:00,[]
828,20828,2912.0,Nan,east,Charlotte,repair,2024-02-20,69.0,True,True,,,2024-02-20 15:00:00,2025-12-13 09:40:00,['Modem']
829,20829,6759.0,John Smith,north,Charlotte,repair,2024-04-07,82.0,False,True,,Technician running late,2024-04-07 09:30:00,2025-12-13 07:50:00,"['Router', 'Coax Cable']"
830,20830,9120.0,Maria Gomez,west,Charlotte,install,2024-01-20,129.0,False,True,,Installed new modem,2024-01-20 08:00:00,2025-12-13 13:30:00,['Splitter']
831,20831,9283.0,Liam Peterson,north,Concord,install,2024-02-12,49.0,True,True,Equipment Failure,Technician running late,2024-02-12 13:00:00,2025-12-13 08:20:00,['Splitter']
832,20832,3902.0,Nan,west,Huntersville,install,2024-03-20,149.0,True,False,,Technician running late,2024-03-20 08:00:00,2025-12-13 16:20:00,"['Router', 'Coax Cable']"
833,20833,5220.0,Maria Gomez,west,Charlotte,install,2024-03-13,60.0,True,False,,,2024-03-13 09:00:00,2025-12-13 09:00:00,[]
834,20834,,John Smith,east,Huntersville,install,2024-03-02,154.0,True,False,,Installed new modem,2024-03-02 09:30:00,2025-12-13 12:20:00,['Splitter']
835,20835,3885.0,Nan,east,Charlotte,install,2024-02-28,103.0,True,False,,,2024-02-28 13:00:00,2025-12-13 08:00:00,[]
836,20836,3868.0,Jessica Taylor,south,Huntersville,maintenence,2024-02-11,43.0,True,False,,,2024-02-11 11:00:00,2025-12-13 14:30:00,[]
837,20837,3028.0,Maria Gomez,east,Charlotte,maintenence,2024-01-19,36.0,True,False,,Technician running late,2024-01-19 15:00:00,2025-12-13 09:00:00,[]
838,20838,2023.0,Maria Gomez,north,Charlotte,install,2024-01-04,57.0,True,False,,,2024-01-04 12:00:00,2025-12-13 10:20:00,['Splitter']
839,20839,3920.0,John Smith,north,Huntersville,maintenence,2024-03-19,36.0,True,False,,Installed new modem,2024-03-19 13:00:00,2025-12-13 08:40:00,['Modem']
840,20840,4919.0,Maria Gomez,north,Charlotte,repair,2024-04-17,36.0,False,False,,Installed new modem,2024-04-17 08:30:00,2025-12-13 16:20:00,[]
841,20841,9825.0,Liam Peterson,north,Charlotte,maintenence,2024-01-16,39.0,True,False,,Customer unhappy,2024-01-16 15:00:00,2025-12-13 10:00:00,['Modem']
842,20842,5789.0,Nan,east,Charlotte,maintenence,2024-03-01,41.0,True,True,,,2024-03-01 16:00:00,2025-12-13 12:30:00,['Splitter']
843,20843,1126.0,Liam Peterson,west,Huntersville,repair,2024-04-23,22.0,False,False,,Installed new modem,2024-04-23 13:00:00,2025-12-13 09:00:00,['Fiber Ont']
844,20844,5403.0,Nan,south,Charlotte,maintenence,2024-01-22,91.0,True,True,Customer Not Home,,2024-01-22 09:00:00,2025-12-13 13:00:00,['Splitter']
845,20845,2809.0,Jessica Taylor,south,Huntersville,maintenence,2024-01-06,105.0,True,False,,Installed new modem,2024-01-06 12:00:00,2025-12-13 12:40:00,"['Router', 'Coax Cable']"
846,20846,3568.0,Nan,south,Huntersville,maintenence,2024-01-05,41.0,True,False,,Installed new modem,2024-01-05 09:00:00,2025-12-13 09:20:00,['Splitter']
847,20847,,Jessica Taylor,east,Huntersville,repair,2024-04-26,61.0,True,False,,Customer unhappy,2024-04-26 12:00:00,2025-12-13 09:40:00,['Modem']
848,20848,8128.0,John Smith,south,Charlotte,repair,2024-01-02,47.0,True,True,Signal Issue,,2024-01-02 16:00:00,2025-12-13 16:40:00,['Modem']
849,20849,3764.0,John Smith,west,Charlotte,repair,2024-04-01,89.0,False,False,,,2024-04-01 08:30:00,2025-12-13 08:30:00,['Fiber Ont']
850,20850,7628.0,John Smith,north,Huntersville,repair,2024-04-03,79.0,True,False,,Customer unhappy,2024-04-03 15:00:00,2025-12-13 08:20:00,[]
851,20851,1968.0,John Smith,west,Concord,repair,2024-01-25,60.0,True,False,,Customer unhappy,2024-01-25 11:00:00,2025-12-13 16:40:00,[]
852,20852,3721.0,Maria Gomez,west,Concord,install,2024-03-08,145.0,False,False,,Technician running late,2024-03-08 09:00:00,2025-12-13 13:40:00,"['Router', 'Coax Cable']"
853,20853,3497.0,Maria Gomez,south,Charlotte,repair,2024-02-10,50.0,True,False,,Installed new modem,2024-02-10 09:00:00,2025-12-13 17:20:00,"['Coax Cable', 'Modem']"
854,20854,2196.0,John Smith,south,Huntersville,install,2024-01-30,65.0,True,True,,,2024-01-30 14:00:00,2025-12-13 14:40:00,"['Coax Cable', 'Modem']"
855,20855,5986.0,Jessica Taylor,north,Huntersville,install,2024-04-21,158.0,True,True,,Customer unhappy,2024-04-21 12:00:00,2025-12-13 17:00:00,['Splitter']
856,20856,1584.0,Maria Gomez,east,Huntersville,install,2024-01-20,123.0,True,True,,Customer unhappy,2024-01-20 10:00:00,2025-12-13 17:00:00,[]
857,20857,,Liam Peterson,south,Huntersville,maintenence,2024-04-19,110.0,True,False,,Customer unhappy,2024-04-19 15:00:00,2025-12-13 12:50:00,[]
858,20858,5146.0,Jessica Taylor,south,Huntersville,install,2024-01-02,143.0,True,False,,Installed new modem,2024-01-02 12:00:00,2025-12-13 14:20:00,[]
859,20859,7770.0,John Smith,south,Charlotte,install,2024-02-27,76.0,False,True,,Technician running late,2024-02-27 14:00:00,2025-12-13 09:40:00,[]
860,20860,3565.0,Jessica Taylor,south,Charlotte,maintenence,2024-04-10,145.0,False,True,,,2024-04-10 08:00:00,2025-12-13 08:00:00,['Modem']
861,20861,3059.0,Liam Peterson,south,Huntersville,repair,2024-01-09,96.0,True,False,,,2024-01-09 12:00:00,2025-12-13 10:00:00,['Fiber Ont']
862,20862,,Liam Peterson,south,Concord,maintenence,2024-04-10,174.0,True,True,Equipment Failure,Installed new modem,2024-04-10 11:00:00,2025-12-13 17:00:00,['Modem']
863,20863,7982.0,Jessica Taylor,east,Charlotte,maintenence,2024-02-24,37.0,True,True,,,2024-02-24 15:00:00,2025-12-13 13:20:00,[]
864,20864,2022.0,Jessica Taylor,north,Huntersville,maintenence,2024-03-12,38.0,False,False,,Installed new modem,2024-03-12 14:00:00,2025-12-13 12:40:00,"['Coax Cable', 'Modem']"
865,20865,3804.0,Maria Gomez,east,Charlotte,install,2024-04-21,80.0,True,True,,,2024-04-21 08:00:00,2025-12-13 12:30:00,[]
866,20866,9361.0,Maria Gomez,east,Concord,repair,2024-02-11,74.0,True,True,Equipment Failure,Technician running late,2024-02-11 09:30:00,2025-12-13 08:40:00,['Modem']
867,20867,6456.0,Maria Gomez,west,Huntersville,maintenence,2024-01-11,122.0,False,False,,Customer unhappy,2024-01-11 14:00:00,2025-12-13 16:40:00,[]
868,20868,2691.0,Maria Gomez,south,Huntersville,maintenence,2024-01-15,34.0,True,False,,,2024-01-15 09:30:00,2025-12-13 08:20:00,['Fiber Ont']
869,20869,3007.0,Maria Gomez,south,Charlotte,maintenence,2024-03-05,24.0,True,False,,Technician running late,2024-03-05 15:00:00,2025-12-13 16:50:00,[]
870,20870,2113.0,Liam Peterson,east,Charlotte,install,2024-03-15,58.0,True,True,Equipment Failure,Technician running late,2024-03-15 09:00:00,2025-12-13 08:40:00,['Splitter']
871,20871,8202.0,Maria Gomez,west,Concord,maintenence,2024-01-21,34.0,False,False,,,2024-01-21 14:00:00,2025-12-13 13:40:00,[]
872,20872,2971.0,Liam Peterson,north,Charlotte,maintenence,2024-01-15,71.0,False,False,,Technician running late,2024-01-15 08:30:00,2025-12-13 10:10:00,['Fiber Ont']
873,20873,7276.0,Jessica Taylor,east,Concord,install,2024-03-13,92.0,True,True,Equipment Failure,,2024-03-13 09:30:00,2025-12-13 08:10:00,"['Coax Cable', 'Modem']"
874,20874,9798.0,Jessica Taylor,north,Huntersville,install,2024-03-12,177.0,True,False,,,2024-03-12 11:00:00,2025-12-13 13:00:00,"['Router', 'Coax Cable']"
875,20875,8173.0,John Smith,south,Huntersville,maintenence,2024-01-13,30.0,True,False,,Installed new modem,2024-01-13 08:30:00,2025-12-13 17:00:00,"['Router', 'Coax Cable']"
876,20876,1573.0,Nan,north,Huntersville,install,2024-04-29,172.0,True,False,,,2024-04-29 13:00:00,2025-12-13 08:40:00,['Fiber Ont']
877,20877,1450.0,Jessica Taylor,south,Charlotte,maintenence,2024-01-28,44.0,True,False,,,2024-01-28 13:00:00,2025-12-13 10:30:00,['Splitter']
878,20878,9185.0,Liam Peterson,east,Concord,repair,2024-04-02,64.0,True,True,,,2024-04-02 08:00:00,2025-12-13 08:00:00,"['Router', 'Coax Cable']"
879,20879,1544.0,Jessica Taylor,south,Concord,install,2024-02-06,92.0,True,False,,Technician running late,2024-02-06 09:00:00,2025-12-13 08:50:00,[]
880,20880,9614.0,Liam Peterson,west,Huntersville,maintenence,2024-03-15,33.0,True,False,,Installed new modem,2024-03-15 15:00:00,2025-12-13 17:00:00,[]
881,20881,4562.0,Nan,east,Charlotte,maintenence,2024-04-28,158.0,True,False,,Technician running late,2024-04-28 14:00:00,2025-12-13 12:20:00,['Splitter']
882,20882,4242.0,Liam Peterson,north,Charlotte,maintenence,2024-01-11,46.0,True,False,,Customer unhappy,2024-01-11 10:00:00,2025-12-13 09:10:00,['Splitter']
883,20883,5216.0,Nan,west,Concord,maintenence,2024-03-11,31.0,True,False,,Customer unhappy,2024-03-11 11:00:00,2025-12-13 09:40:00,"['Coax Cable', 'Modem']"
884,20884,1113.0,Maria Gomez,west,Huntersville,maintenence,2024-04-27,36.0,True,False,,,2024-04-27 09:30:00,2025-12-13 13:20:00,"['Router', 'Coax Cable']"
885,20885,2317.0,Maria Gomez,north,Concord,repair,2024-01-09,48.0,True,True,,Installed new modem,2024-01-09 15:00:00,2025-12-13 12:30:00,[]
886,20886,,Liam Peterson,east,Huntersville,install,2024-03-22,69.0,True,False,,,2024-03-22 08:30:00,2025-12-13 08:00:00,"['Coax Cable', 'Modem']"
887,20887,6298.0,John Smith,west,Concord,install,2024-01-04,51.0,True,False,,,2024-01-04 16:00:00,2025-12-13 08:20:00,['Modem']
