job_id,customer_id,tech_name,region,city,job_type,scheduled_date,scheduled_time,arrival_time,duration_minutes,success,repeat_visit,repeat_reason,parts_used,notes
20455,,J. Smith,Suth,Concord,maintenence,2024-2-27,8:15 AM,14:22,,yes,N,Equipment Failure,Fiber ONT,Technician running late
20456,,J Smith,east,concord,Maint.,2024/02/23,12:3 pm,14:22,N/A,Yes,,N/A,Splitter,Customer unhappy
20457,N/A,Liam Peterson,Suth,Charlotte,Maint.,2024-4-30,1:15 pm,07:50,73,Yes,Y,Customer Not Home,None,Customer unhappy
20458,3862,J. Taylor,West,Huntersville,Maint.,01-15-2024,07:50,9:00am,,yes,Y,Customer Not Home,Router;Coax Cable,Technician running late
20459,N/A,,West,concord,Install,2024-4-28,12:3 pm,9:00am,176,Yes,,Signal Issue,Modem,Customer unhappy
20460,N/A,,WEST,charlotte,reapir,2024-3-31,12:3 pm,9:00am,N/A,No,Yes,Equipment Failure,coax cable; modem,
20461,N/A,,Suth,Huntersville,reapir,03/05/24,9:00am,1:15 pm,N/A,No,No,,,Customer unhappy
20462,,Maria G,Noth,huntersvill,maintenence,2024-04-30,12:3 pm,14:22,22,Yes,Y,Customer Not Home,,Customer unhappy
20463,8111,Maria G,East,concord,Maintenance,04-25-2024,8:15 AM,1:15 pm,122,yes,,,None,Installed new modem
20464,,,North,concord,Maint.,02/27/24,12:3 pm,16:40,N/A,Yes,Yes,,None,
20465,,John S.,West,Concord,reapir,2024/03/07,14:22,8:15 AM,158,yes,No,Customer Not Home,,Technician running late
20466,2809,,WEST,Huntersville,maintenence,2024-01-16,9:00am,12:3 pm,96,no,Y,Equipment Failure,Fiber ONT,Installed new modem
20467,,Jessica T,North,concord,Maint.,03/07/24,9:00am,16:40,,yes,N,Signal Issue,Splitter,
20468,7751,J. Smith,East,huntersvill,Maintenance,03/01/24,12:3 pm,9:00am,,no,Y,,coax cable; modem,
20469,,Jess T.,Noth,charlotte,Maintenance,03/05/24,12:3 pm,12:3 pm,151,Yes,,Equipment Failure,coax cable; modem,
20470,N/A,L P,WEST,Charlotte,Maint.,2024-01-15,16:40,1:15 pm,,Yes,Y,Customer Not Home,None,Installed new modem
20471,,John Smith,North,charlotte,Maint.,2024/01/07,1:15 pm,07:50,66,Yes,,Customer Not Home,Modem,
20472,,Liam Peterson,east,Concord,Instal,2024/04/25,09:5 AM,12:3 pm,,no,N,,coax cable; modem,Customer unhappy
20473,6328,J. Taylor,Noth,huntersvill,install,2024-4-25,16:40,8:15 AM,133,No,,Signal Issue,N/A,Technician running late
20474,3028,John S.,East,Concord,install,2024-4-6,8:15 AM,9:00am,156,yes,No,Equipment Failure,coax cable; modem,
20475,,Maria G,East,huntersvill,Install,2024-2-13,14:22,09:5 AM,N/A,no,Y,Signal Issue,Modem,
20476,N/A,Maria Gomez,North,charlotte,reapir,2024-04-08,14:22,1:15 pm,124,yes,No,Signal Issue,Router;Coax Cable,Installed new modem
20477,7388,M. Gomez,North,huntersvill,maintenence,2024-2-3,9:00am,8:15 AM,81,No,N,,,
20478,5412,M. Gomez,Suth,Concord,Maint.,2024-1-9,8:15 AM,09:5 AM,N/A,Yes,No,,Splitter,Installed new modem
20479,,J. Smith,South,charlotte,maintenence,03/10/24,07:50,09:5 AM,162,Yes,N,,N/A,Customer unhappy
20480,1008,,Suth,Huntersville,reapir,2024-4-17,16:40,07:50,N/A,Yes,No,,Modem,Installed new modem
20481,,Jess T.,West,charlotte,reapir,2024-4-22,07:50,16:40,,yes,No,,None,Installed new modem
20482,,Liam Peterson,WEST,Charlotte,Maintenance,2024-03-23,12:3 pm,8:15 AM,,no,N,,Modem,
20483,9825,,Suth,concord,Repair,2024-2-15,16:40,09:5 AM,65,no,Y,Equipment Failure,coax cable; modem,
20484,4629,J. Taylor,east,concord,maintenence,2024-01-25,1:15 pm,07:50,N/A,Yes,Y,N/A,Fiber ONT,
20485,,J. Smith,east,Concord,Instal,01-22-2024,07:50,14:22,,Yes,No,Customer Not Home,Fiber ONT,Technician running late
20486,N/A,,East,concord,reapir,03-28-2024,12:3 pm,8:15 AM,N/A,no,N,Customer Not Home,Modem,Technician running late
20487,,M. Gomez,East,concord,install,2024/01/07,09:5 AM,12:3 pm,,No,Y,Signal Issue,Router;Coax Cable,Customer unhappy
20488,7943,,South,charlotte,Maintenance,2024/02/12,9:00am,9:00am,,Yes,,,None,Installed new modem
20489,5049,Liam P.,South,Huntersville,Install,2024/04/15,07:50,9:00am,,Yes,,N/A,Modem,
20490,1994,Maria G,WEST,concord,Repair,04/10/24,8:15 AM,12:3 pm,97,no,Yes,Signal Issue,Router;Coax Cable,Technician running late
20491,,,Noth,huntersvill,Repair,2024-3-20,07:50,8:15 AM,,no,,,Modem,Installed new modem
20492,,L P,WEST,Concord,install,2024-01-14,8:15 AM,9:00am,69,No,,,N/A,Installed new modem
20493,,Jess T.,Suth,charlotte,install,2024-01-18,8:15 AM,14:22,,yes,Y,,Splitter,Customer unhappy
20494,,Liam Peterson,WEST,Huntersville,maintenence,01-02-2024,14:22,8:15 AM,149,Yes,N,Customer Not Home,Fiber ONT,Customer unhappy
20495,4297,M. Gomez,South,concord,Instal,2024-3-29,16:40,16:40,,yes,No,Signal Issue,coax cable; modem,
20496,N/A,,East,concord,install,03/29/24,12:3 pm,07:50,N/A,no,No,N/A,Splitter,
20497,6944,J. Smith,WEST,Charlotte,Repair,2024/01/19,12:3 pm,07:50,169,Yes,No,Equipment Failure,N/A,Customer unhappy
20498,,Jess T.,North,Huntersville,install,01/23/24,8:15 AM,14:22,87,No,N,,Modem,Installed new modem
20499,,Liam P.,South,Huntersville,maintenence,03/25/24,09:5 AM,9:00am,,No,No,,,Installed new modem
20500,,Jessica T,South,Charlotte,install,04-19-2024,1:15 pm,14:22,103,yes,No,,coax cable; modem,Customer unhappy
20501,,J. Taylor,West,charlotte,Maint.,04-06-2024,16:40,12:3 pm,,yes,,Customer Not Home,coax cable; modem,
20502,,Liam Peterson,Noth,concord,Install,01/27/24,07:50,12:3 pm,,yes,N,N/A,Splitter,Installed new modem
20503,5170,J Smith,West,Huntersville,Instal,2024/03/07,07:50,8:15 AM,151,yes,N,N/A,coax cable; modem,
20504,,J. Taylor,Suth,Huntersville,reapir,2024-02-18,14:22,12:3 pm,79,yes,Yes,Customer Not Home,Modem,Installed new modem
20505,4731,J. Smith,West,Huntersville,Install,03/10/24,16:40,07:50,N/A,yes,No,,Splitter,Technician running late
20506,5278,J. Taylor,east,Huntersville,maintenence,2024-4-10,09:5 AM,8:15 AM,,no,No,Equipment Failure,Fiber ONT,
20507,,Jess T.,Suth,Huntersville,Repair,02/10/24,09:5 AM,09:5 AM,,Yes,Y,Equipment Failure,Splitter,Installed new modem
20508,,J. Taylor,WEST,Huntersville,install,2024-2-23,09:5 AM,1:15 pm,103,Yes,No,Equipment Failure,None,Technician running late
20509,,John S.,Noth,Charlotte,Maint.,2024-1-25,9:00am,16:40,N/A,Yes,No,Signal Issue,Splitter,
20510,9005,J Smith,South,Charlotte,Maint.,02/06/24,07:50,1:15 pm,,Yes,Y,,Router;Coax Cable,Customer unhappy
20511,,Maria G,North,Charlotte,Maintenance,2024-3-9,12:3 pm,9:00am,,No,Y,N/A,coax cable; modem,Customer unhappy
20512,N/A,L P,Suth,Huntersville,install,01/01/24,12:3 pm,9:00am,,yes,,N/A,coax cable; modem,
20513,1640,Maria Gomez,Suth,Huntersville,reapir,02-20-2024,14:22,09:5 AM,65,no,N,N/A,Splitter,Technician running late
20514,,Jess T.,East,charlotte,Maintenance,02-05-2024,1:15 pm,9:00am,,Yes,Y,Signal Issue,Modem,Technician running late
20515,,Liam P.,North,Huntersville,install,2024-03-05,12:3 pm,8:15 AM,,yes,,N/A,Fiber ONT,
20516,1618,Maria Gomez,West,concord,Maintenance,2024-2-11,12:3 pm,12:3 pm,41,No,,N/A,Splitter,
20517,N/A,J Smith,East,Concord,Repair,2024/01/23,9:00am,09:5 AM,63,yes,No,N/A,None,Customer unhappy
20518,4549,,South,huntersvill,Install,04-17-2024,9:00am,09:5 AM,98,Yes,Yes,N/A,Fiber ONT,Customer unhappy
20519,N/A,John S.,West,Charlotte,Maint.,2024-01-04,16:40,07:50,36,No,,Equipment Failure,Router;Coax Cable,
20520,9396,,WEST,Huntersville,install,03/20/24,09:5 AM,09:5 AM,,Yes,Y,Customer Not Home,Splitter,
20521,,John Smith,Noth,charlotte,Instal,2024-01-29,1:15 pm,16:40,,no,Y,,coax cable; modem,
20522,N/A,Maria Gomez,West,Concord,maintenence,2024-3-21,14:22,16:40,,Yes,Y,Signal Issue,coax cable; modem,
20523,N/A,L P,East,charlotte,Install,2024-03-19,1:15 pm,07:50,82,Yes,Yes,Equipment Failure,None,
20524,N/A,J Smith,Noth,charlotte,Install,01-31-2024,12:3 pm,16:40,N/A,Yes,,N/A,N/A,
20525,,M. Gomez,South,charlotte,Install,04/26/24,07:50,09:5 AM,,no,,Signal Issue,Modem,
20526,N/A,John Smith,North,charlotte,Maintenance,01/12/24,07:50,07:50,,no,Y,Equipment Failure,Fiber ONT,Customer unhappy
20527,N/A,Liam Peterson,South,Huntersville,reapir,2024-3-14,07:50,1:15 pm,N/A,no,N,Equipment Failure,coax cable; modem,
20528,,J. Taylor,North,huntersvill,Install,2024-4-7,09:5 AM,9:00am,172,No,,,Splitter,Installed new modem
20529,,Maria Gomez,Suth,Huntersville,Maint.,03-12-2024,12:3 pm,9:00am,,No,No,Equipment Failure,Router;Coax Cable,
20530,,Liam P.,Noth,huntersvill,Maint.,2024/04/05,09:5 AM,12:3 pm,98,no,Yes,Signal Issue,,Technician running late
20531,N/A,J. Taylor,Noth,Huntersville,maintenence,2024-3-6,16:40,8:15 AM,,No,N,Signal Issue,None,
20532,,Liam Peterson,Suth,concord,Maintenance,02/02/24,14:22,8:15 AM,,no,,,Modem,Technician running late
20533,,J Smith,Noth,Huntersville,reapir,03-05-2024,09:5 AM,1:15 pm,125,yes,No,Customer Not Home,Fiber ONT,
20534,6047,J Smith,Suth,Charlotte,Repair,2024-1-9,09:5 AM,1:15 pm,,yes,No,,Splitter,Customer unhappy
20535,N/A,L P,West,huntersvill,install,01/24/24,8:15 AM,14:22,,no,,,Modem,Customer unhappy
20536,,J. Smith,Noth,Charlotte,reapir,2024/01/09,8:15 AM,07:50,142,Yes,Yes,Customer Not Home,Router;Coax Cable,Technician running late
20537,1685,John S.,East,huntersvill,reapir,2024-4-29,12:3 pm,16:40,N/A,yes,,Customer Not Home,None,Customer unhappy
20538,,Maria G,East,Huntersville,maintenence,2024-04-13,8:15 AM,12:3 pm,122,Yes,,Customer Not Home,Fiber ONT,Installed new modem
20539,,L P,Noth,concord,install,2024/01/01,8:15 AM,16:40,,No,,N/A,,Technician running late
20540,,Maria G,Suth,concord,Repair,2024-4-3,1:15 pm,07:50,153,Yes,No,N/A,Modem,Installed new modem
20541,,J Smith,Suth,Charlotte,Instal,03-25-2024,07:50,07:50,74,Yes,N,,Router;Coax Cable,Customer unhappy
20542,,J. Taylor,east,charlotte,reapir,2024-3-26,9:00am,14:22,156,yes,No,,Modem,Installed new modem
20543,,Jessica T,Noth,charlotte,install,2024-02-03,1:15 pm,9:00am,N/A,No,,Signal Issue,None,Customer unhappy
20544,,Liam Peterson,East,Huntersville,Install,03-16-2024,07:50,09:5 AM,N/A,No,,,Fiber ONT,
20545,7476,L P,Suth,Huntersville,Maintenance,2024/04/14,07:50,12:3 pm,57,yes,No,,Router;Coax Cable,Technician running late
20546,,L P,West,Huntersville,Instal,03/21/24,12:3 pm,1:15 pm,N/A,No,,Equipment Failure,Fiber ONT,
20547,,Jess T.,Noth,Huntersville,Maintenance,01-03-2024,09:5 AM,16:40,N/A,no,N,Signal Issue,N/A,Installed new modem
20548,,J. Smith,North,Huntersville,Install,2024/04/18,12:3 pm,14:22,,no,Y,Equipment Failure,Fiber ONT,Customer unhappy
20549,4205,M. Gomez,West,concord,Maintenance,2024-2-18,14:22,8:15 AM,,No,Yes,Signal Issue,None,Technician running late
20550,N/A,Jessica T,Noth,charlotte,Install,01/16/24,09:5 AM,12:3 pm,,no,,,Modem,
20551,,Jessica T,Suth,Huntersville,Install,2024-01-16,9:00am,9:00am,,Yes,,,coax cable; modem,Installed new modem
20552,N/A,Maria G,Suth,concord,Maint.,02-08-2024,14:22,9:00am,36,No,N,,Router;Coax Cable,
20553,,J. Smith,West,charlotte,Repair,01-24-2024,14:22,8:15 AM,N/A,Yes,Yes,Equipment Failure,Fiber ONT,Customer unhappy
20554,,,East,Charlotte,Repair,2024/03/05,16:40,14:22,,yes,Yes,,N/A,Technician running late
20555,N/A,Liam Peterson,Suth,concord,maintenence,2024/03/07,07:50,9:00am,31,No,No,Customer Not Home,Fiber ONT,Customer unhappy
20556,,Maria Gomez,North,concord,Maint.,01-10-2024,1:15 pm,1:15 pm,,no,Yes,Customer Not Home,,Customer unhappy
20557,N/A,J. Smith,east,concord,install,2024/04/01,14:22,09:5 AM,,no,Yes,,Fiber ONT,
20558,5425,L P,West,concord,Maint.,2024/01/09,9:00am,16:40,,No,Y,Signal Issue,Modem,
20559,,J. Smith,West,charlotte,reapir,2024-3-16,9:00am,16:40,92,yes,,Signal Issue,Router;Coax Cable,Customer unhappy
20560,,J Smith,WEST,concord,Maint.,03-02-2024,14:22,1:15 pm,,No,No,N/A,N/A,
20561,N/A,Jessica T,Noth,concord,Instal,2024-1-24,16:40,12:3 pm,N/A,no,,,Fiber ONT,Installed new modem
20562,,Maria G,WEST,Charlotte,Repair,01/10/24,9:00am,14:22,167,yes,,N/A,Router;Coax Cable,
20563,N/A,Liam P.,Suth,Concord,Repair,2024-02-21,07:50,8:15 AM,N/A,No,,,Router;Coax Cable,Technician running late
20564,N/A,Jessica T,South,charlotte,Repair,02/16/24,16:40,8:15 AM,,No,Y,Signal Issue,None,Customer unhappy
20565,9832,Maria Gomez,east,huntersvill,reapir,02/03/24,8:15 AM,09:5 AM,98,Yes,N,,coax cable; modem,
20566,6828,Liam Peterson,Suth,Huntersville,reapir,2024-02-15,8:15 AM,16:40,N/A,Yes,Yes,N/A,coax cable; modem,Customer unhappy
20567,N/A,Maria G,West,huntersvill,Install,2024/01/20,07:50,12:3 pm,N/A,yes,N,Equipment Failure,N/A,
20568,,J Smith,North,Huntersville,Maint.,2024/01/01,07:50,9:00am,68,No,N,N/A,None,
20569,N/A,Liam P.,east,Charlotte,Maint.,03-03-2024,12:3 pm,14:22,122,no,No,Signal Issue,Modem,
20570,N/A,M. Gomez,East,concord,install,2024/01/07,09:5 AM,8:15 AM,N/A,yes,N,Signal Issue,,Customer unhappy
20571,N/A,John S.,east,Charlotte,reapir,03/30/24,09:5 AM,07:50,46,No,No,,Splitter,Customer unhappy
20572,N/A,Maria G,East,Huntersville,install,04/28/24,09:5 AM,8:15 AM,177,Yes,N,N/A,N/A,Customer unhappy
20573,,Maria G,Suth,Charlotte,Maint.,2024-03-23,1:15 pm,9:00am,N/A,yes,,N/A,Fiber ONT,Installed new modem
20574,N/A,John Smith,East,Charlotte,maintenence,2024/01/28,12:3 pm,1:15 pm,,No,Y,N/A,None,Installed new modem
20575,5986,J. Smith,East,concord,Maintenance,2024/02/12,16:40,16:40,,no,Yes,Signal Issue,Splitter,Technician running late
20576,2971,Liam Peterson,South,charlotte,Instal,2024-04-28,9:00am,16:40,,No,Yes,Equipment Failure,Fiber ONT,
20577,,,WEST,huntersvill,Repair,2024-4-26,9:00am,12:3 pm,154,Yes,No,,N/A,Customer unhappy
20578,5745,Liam Peterson,East,concord,install,2024-4-4,12:3 pm,9:00am,132,no,,N/A,,Technician running late
20579,N/A,J Smith,East,charlotte,install,2024-03-16,12:3 pm,1:15 pm,N/A,yes,,Signal Issue,Splitter,Customer unhappy
20580,N/A,Maria Gomez,East,concord,Maintenance,2024/04/30,14:22,1:15 pm,,Yes,Yes,,None,Technician running late
20581,,J. Smith,east,concord,Maintenance,02-22-2024,1:15 pm,16:40,34,yes,No,,N/A,Customer unhappy
20582,5194,L P,West,concord,Maint.,2024/03/24,07:50,12:3 pm,N/A,No,,,,Customer unhappy
20583,N/A,Jess T.,Noth,Huntersville,Maintenance,2024-4-25,9:00am,12:3 pm,,No,No,,coax cable; modem,Customer unhappy
20584,5621,Maria Gomez,North,charlotte,Maint.,03-28-2024,07:50,9:00am,,No,N,,,
20585,N/A,Jess T.,East,Concord,Repair,2024-2-18,8:15 AM,9:00am,,No,Yes,Customer Not Home,Splitter,Technician running late
20586,1221,J. Taylor,West,Concord,maintenence,2024-04-19,07:50,14:22,,No,Y,Customer Not Home,coax cable; modem,Customer unhappy
20587,4994,L P,east,concord,Repair,2024-01-03,9:00am,1:15 pm,,No,Yes,Equipment Failure,Router;Coax Cable,Customer unhappy
20588,,J Smith,WEST,concord,reapir,2024-1-29,9:00am,12:3 pm,,Yes,Y,Customer Not Home,Modem,Technician running late
20589,6467,M. Gomez,West,Charlotte,Maintenance,2024-1-23,16:40,14:22,N/A,yes,Y,Signal Issue,N/A,
20590,,J. Taylor,West,Charlotte,Maintenance,04/09/24,16:40,14:22,,Yes,Yes,,,Installed new modem
20591,3370,M. Gomez,North,charlotte,Maint.,2024/02/15,12:3 pm,09:5 AM,125,yes,No,,Fiber ONT,
20592,,L P,Suth,Concord,install,2024-02-19,09:5 AM,07:50,N/A,Yes,No,Signal Issue,None,Technician running late
20593,N/A,,West,Charlotte,maintenence,02/16/24,1:15 pm,12:3 pm,,No,No,Equipment Failure,Router;Coax Cable,Customer unhappy
20594,N/A,Maria G,East,concord,Maint.,2024-02-17,9:00am,9:00am,,Yes,No,Customer Not Home,Splitter,
20595,5014,John Smith,Noth,charlotte,Maintenance,03/01/24,1:15 pm,12:3 pm,,Yes,Y,Signal Issue,Splitter,
20596,N/A,L P,North,Charlotte,Maint.,2024-4-16,12:3 pm,1:15 pm,N/A,No,N,Equipment Failure,N/A,
20597,,J Smith,South,huntersvill,Install,2024-1-29,14:22,9:00am,N/A,no,N,Equipment Failure,Router;Coax Cable,Installed new modem
20598,N/A,Maria Gomez,West,Charlotte,Repair,02-16-2024,16:40,8:15 AM,,Yes,Yes,Equipment Failure,Router;Coax Cable,Installed new modem
20599,N/A,Jessica T,East,charlotte,reapir,01-11-2024,8:15 AM,12:3 pm,N/A,Yes,Y,Signal Issue,None,Installed new modem
20600,N/A,M. Gomez,Noth,concord,maintenence,2024-01-17,16:40,09:5 AM,45,No,Yes,,,
20601,,J Smith,North,concord,Instal,2024-01-11,07:50,07:50,61,yes,N,Equipment Failure,None,Installed new modem
20602,,John Smith,Noth,charlotte,install,03-19-2024,9:00am,14:22,,Yes,Yes,Equipment Failure,N/A,Technician running late
20603,,J. Smith,Suth,Huntersville,Maintenance,2024/04/29,14:22,9:00am,N/A,yes,Yes,Signal Issue,Splitter,
20604,,Maria Gomez,Suth,concord,Maintenance,2024-04-30,12:3 pm,8:15 AM,,no,,,Splitter,
20605,,M. Gomez,West,concord,Maint.,2024-3-5,1:15 pm,8:15 AM,,Yes,No,Signal Issue,N/A,
20606,,,West,charlotte,Maint.,2024-4-21,9:00am,16:40,139,no,Yes,Signal Issue,Splitter,
20607,,John S.,Noth,Huntersville,Repair,2024/02/10,12:3 pm,07:50,N/A,no,Yes,,Splitter,
20608,N/A,M. Gomez,East,Concord,Maint.,2024/01/08,09:5 AM,12:3 pm,,Yes,,N/A,N/A,Installed new modem
20609,3885,J Smith,West,Huntersville,Maint.,2024/01/11,12:3 pm,09:5 AM,N/A,No,Yes,Signal Issue,,Installed new modem
20610,N/A,John S.,WEST,huntersvill,Instal,03-01-2024,14:22,09:5 AM,,Yes,,,Fiber ONT,
20611,,Jessica T,WEST,Charlotte,Maintenance,2024-4-24,14:22,12:3 pm,,yes,,,Router;Coax Cable,
20612,,Jessica T,West,Charlotte,install,04/05/24,09:5 AM,14:22,,yes,No,Equipment Failure,Router;Coax Cable,Installed new modem
20613,6960,Maria Gomez,east,Concord,Repair,2024-3-30,12:3 pm,09:5 AM,N/A,no,,Customer Not Home,Modem,Customer unhappy
20614,,M. Gomez,North,Concord,Maintenance,2024-3-10,09:5 AM,1:15 pm,92,Yes,Yes,Signal Issue,Modem,
20615,7738,Liam P.,West,concord,Instal,03-05-2024,8:15 AM,1:15 pm,,no,,N/A,Modem,Customer unhappy
20616,8693,M. Gomez,Suth,huntersvill,Maint.,2024/01/01,07:50,1:15 pm,N/A,no,,Equipment Failure,Router;Coax Cable,
20617,1535,John Smith,North,Huntersville,maintenence,02/12/24,09:5 AM,07:50,,no,Yes,,,Customer unhappy
20618,N/A,Maria G,WEST,Concord,Maintenance,02/25/24,9:00am,14:22,50,no,,Customer Not Home,Splitter,Installed new modem
20619,4338,J. Smith,East,huntersvill,Install,03-21-2024,14:22,8:15 AM,178,no,Yes,,Splitter,
20620,N/A,John S.,South,Huntersville,install,03/09/24,09:5 AM,1:15 pm,33,No,,Signal Issue,Modem,
20621,8522,J. Smith,North,Huntersville,reapir,04/24/24,9:00am,9:00am,,no,Yes,N/A,Router;Coax Cable,
20622,,Jessica T,West,charlotte,Maint.,2024/02/18,12:3 pm,14:22,66,No,,,Router;Coax Cable,
20623,,Liam P.,East,charlotte,reapir,2024-04-28,07:50,8:15 AM,25,No,No,Customer Not Home,Modem,Customer unhappy
20624,,J Smith,South,Charlotte,Maintenance,2024/02/04,12:3 pm,07:50,109,yes,N,,coax cable; modem,
20625,,,South,Huntersville,Maintenance,2024/01/26,09:5 AM,9:00am,N/A,No,No,,coax cable; modem,
20626,,Liam Peterson,east,Huntersville,Repair,2024-3-18,09:5 AM,07:50,N/A,Yes,N,Equipment Failure,Router;Coax Cable,Technician running late
20627,,Maria Gomez,WEST,huntersvill,Install,01/15/24,16:40,09:5 AM,,Yes,No,,None,Installed new modem
20628,,J. Smith,East,Huntersville,Install,2024/04/01,07:50,12:3 pm,,Yes,N,Customer Not Home,Fiber ONT,Technician running late
20629,4562,L P,east,concord,Repair,2024-3-14,09:5 AM,16:40,,Yes,N,N/A,Router;Coax Cable,Installed new modem
20630,7901,J. Smith,Suth,charlotte,maintenence,2024-3-16,07:50,8:15 AM,24,Yes,N,Customer Not Home,Splitter,
20631,1606,M. Gomez,East,Charlotte,Instal,2024-1-13,1:15 pm,1:15 pm,,Yes,,Customer Not Home,coax cable; modem,Technician running late
20632,,Maria Gomez,Suth,huntersvill,Repair,2024/04/17,9:00am,8:15 AM,77,No,Yes,Customer Not Home,,Customer unhappy
20633,3788,John S.,WEST,Concord,Install,2024-04-29,1:15 pm,8:15 AM,N/A,Yes,Y,Customer Not Home,,Installed new modem
20634,N/A,Liam Peterson,Suth,Charlotte,Maintenance,02/10/24,09:5 AM,12:3 pm,153,No,,N/A,coax cable; modem,Installed new modem
20635,,John S.,West,Huntersville,reapir,2024-04-01,16:40,07:50,72,no,Yes,Equipment Failure,Router;Coax Cable,Customer unhappy
20636,,John S.,Suth,Charlotte,maintenence,01-27-2024,16:40,1:15 pm,59,Yes,No,Equipment Failure,None,
20637,N/A,J. Taylor,Noth,charlotte,Repair,2024-2-5,14:22,1:15 pm,,no,Yes,,Modem,Customer unhappy
20638,,J Smith,east,Charlotte,Instal,03-25-2024,12:3 pm,16:40,50,Yes,Y,N/A,Fiber ONT,Customer unhappy
20639,,L P,WEST,Charlotte,Instal,2024/02/04,9:00am,8:15 AM,,yes,No,N/A,Splitter,Technician running late
20640,,L P,Noth,Charlotte,Install,03/23/24,9:00am,07:50,49,yes,No,Signal Issue,Modem,Installed new modem
20641,,Maria G,Noth,Charlotte,install,2024/04/03,12:3 pm,07:50,N/A,yes,,,N/A,
20642,N/A,L P,Suth,concord,reapir,04/19/24,14:22,16:40,,yes,N,Equipment Failure,Router;Coax Cable,
20643,,John Smith,North,Huntersville,Repair,2024-01-22,16:40,12:3 pm,,No,N,Signal Issue,Router;Coax Cable,
20644,N/A,L P,North,charlotte,Repair,2024/01/13,16:40,12:3 pm,109,yes,,N/A,N/A,Installed new modem
20645,8516,,WEST,Huntersville,maintenence,04-24-2024,12:3 pm,9:00am,89,No,N,Equipment Failure,Splitter,Installed new modem
20646,9156,John S.,Noth,Huntersville,install,2024-04-05,07:50,09:5 AM,90,no,,Equipment Failure,N/A,Installed new modem
20647,,Liam Peterson,Noth,Huntersville,reapir,2024-01-25,16:40,9:00am,136,yes,Y,Signal Issue,Router;Coax Cable,
20648,,Jessica T,North,Concord,reapir,03-20-2024,14:22,1:15 pm,144,yes,Yes,N/A,Router;Coax Cable,Customer unhappy
20649,5636,John Smith,Suth,Huntersville,Install,2024/02/25,8:15 AM,8:15 AM,N/A,yes,,,Splitter,
20650,N/A,Jess T.,South,huntersvill,Repair,02/07/24,8:15 AM,12:3 pm,,no,N,Signal Issue,N/A,Installed new modem
20651,N/A,Liam Peterson,Noth,concord,maintenence,04-12-2024,14:22,07:50,,No,Y,Customer Not Home,Modem,Installed new modem
20652,N/A,Maria G,Noth,Charlotte,Maintenance,2024-3-8,16:40,16:40,,no,N,N/A,coax cable; modem,
20653,,J. Smith,North,Concord,reapir,04/10/24,16:40,14:22,159,yes,Yes,N/A,Splitter,
20654,,J. Taylor,Suth,Charlotte,Repair,2024/01/08,9:00am,16:40,N/A,no,,Customer Not Home,Router;Coax Cable,
20655,9369,Jess T.,South,Concord,Maintenance,2024-3-12,14:22,07:50,N/A,Yes,N,,Fiber ONT,
20656,2100,J Smith,West,Concord,Repair,02/01/24,9:00am,12:3 pm,,no,Yes,Signal Issue,N/A,
20657,N/A,,South,Concord,reapir,04-15-2024,12:3 pm,9:00am,130,No,No,,Fiber ONT,Customer unhappy
20658,N/A,Liam P.,Suth,Huntersville,reapir,2024-03-26,12:3 pm,16:40,,Yes,N,N/A,,Customer unhappy
20659,,Liam P.,West,Concord,Maint.,01-02-2024,1:15 pm,8:15 AM,178,yes,No,N/A,coax cable; modem,Installed new modem
20660,N/A,M. Gomez,South,Huntersville,Maint.,2024-03-06,14:22,14:22,N/A,no,,Equipment Failure,N/A,Installed new modem
20661,7454,,Suth,huntersvill,Instal,03/18/24,1:15 pm,14:22,170,yes,,,,
20662,1736,,North,charlotte,Repair,2024-03-26,12:3 pm,12:3 pm,,Yes,No,,,
20663,2054,Liam Peterson,east,Charlotte,Install,2024-04-18,12:3 pm,16:40,,yes,Yes,,coax cable; modem,
20664,N/A,John S.,east,huntersvill,Instal,2024/03/27,07:50,07:50,131,No,Yes,,Router;Coax Cable,
20665,4334,J. Taylor,North,Charlotte,maintenence,2024-4-9,9:00am,16:40,,No,No,,coax cable; modem,Technician running late
20666,,Liam Peterson,North,Charlotte,Instal,2024-2-24,9:00am,9:00am,N/A,Yes,Yes,N/A,Fiber ONT,
20667,,John Smith,South,Huntersville,reapir,2024/02/19,9:00am,14:22,39,No,,,N/A,
20668,1928,Liam Peterson,Suth,Huntersville,Install,2024/01/05,09:5 AM,1:15 pm,71,No,No,,None,
20669,,J. Smith,East,Huntersville,Repair,02-23-2024,9:00am,12:3 pm,53,Yes,Yes,N/A,Fiber ONT,Installed new modem
20670,,Maria Gomez,South,Charlotte,Install,01/04/24,09:5 AM,8:15 AM,161,no,N,,Splitter,
20671,N/A,J. Smith,Suth,Charlotte,maintenence,02/15/24,16:40,09:5 AM,,Yes,,Signal Issue,Fiber ONT,
20672,9785,J. Taylor,East,concord,install,2024-04-14,9:00am,8:15 AM,,yes,Yes,Customer Not Home,None,Technician running late
20673,,J Smith,Noth,huntersvill,Repair,2024-03-25,9:00am,1:15 pm,,yes,No,N/A,N/A,Installed new modem
20674,N/A,L P,east,Huntersville,Repair,2024/01/07,09:5 AM,12:3 pm,,No,,Equipment Failure,N/A,Technician running late
20675,4453,M. Gomez,North,Charlotte,install,2024-3-30,12:3 pm,9:00am,25,yes,Y,,,Installed new modem
